Temperature,Partition Function No Spliting,Partition Function SOC Spliting,Partition Function SOC + CFS Spliting,Internal Energy No Spliting,Internal Energy SOC Spliting,Internal Energy SOC + CFS Spliting,Free Energy No Spliting,Free Energy SOC Spliting,Free Energy SOC + CFS Spliting,Entropy No Spliting,Entropy SOC Spliting,Entropy SOC + CFS Spliting
322.0129487934079,14.0,6.000331780150246,4.026764461642098,-0.0,1.5484753873806767e-05,0.0008074769354022848,-0.0,1.5484753873806767e-05,0.0008074769354022848,0.0002274163650720154,0.00015445473470982948,0.00012254381843721657
323.01353737492644,14.0,6.0003423143625,4.027129931740152,-0.0,1.5976343455292863e-05,0.000818588794125219,-0.0,1.5976343455292863e-05,0.000818588794125219,0.0002274163650720154,0.00015445625887819045,0.00012257827202181992
324.01412595644496,14.0,6.0003531148669484,4.027498161813491,-0.0,1.648035732948472e-05,0.00082978732588046,-0.0,1.648035732948472e-05,0.00082978732588046,0.0002274163650720154,0.00015445781673557174,0.00012261288695913572
325.0147145379635,14.0,6.000364186479382,4.027869150581205,-1.7763568394002505e-15,1.6997020065190327e-05,0.0008410725662910679,-1.7763568394002505e-15,1.6997020065190327e-05,0.0008410725662910679,0.0002274163650720154,0.0001544594087662457,0.00012264766236391028
326.01530311948204,14.0,6.000375534060262,4.028242896665361,-0.0,1.752655831843697e-05,0.0008524445488458099,-0.0,1.752655831843697e-05,0.0008524445488458099,0.0002274163650720154,0.00015446103545639633,0.00012268259735253098
327.0158917010006,14.0,6.000387162514441,4.028619398592738,-1.7763568394002505e-15,1.8069200807602215e-05,0.0008639033049515632,-1.7763568394002505e-15,1.8069200807602215e-05,0.0008639033049515632,0.00022741636507200846,0.0001544626972940985,0.0001227176910430887
328.0164802825191,14.0,6.000399076790879,4.02899865479656,1.7763568394002505e-15,1.8625178292097644e-05,0.0008754488639759472,1.7763568394002505e-15,1.8625178292097644e-05,0.0008754488639759472,0.00022741636507200846,0.00015446439476915833,0.0001227529425555686
329.0170688640377,14.0,6.000411281882347,4.029380663618202,1.7763568394002505e-15,1.919472357947427e-05,0.0008870812533006145,1.7763568394002505e-15,1.919472357947427e-05,0.0008870812533006145,0.0002274163650720154,0.00015446612837314438,0.00012278835101193
330.0176574455562,14.0,6.0004237828251235,4.029765423308888,-1.7763568394002505e-15,1.9778071493448124e-05,0.0008988004983718767,-1.7763568394002505e-15,1.9778071493448124e-05,0.0008988004983718767,0.0002274163650720154,0.00015446789859926632,0.00012282391553626593
331.0182460270747,14.0,6.000436584698685,4.030152932031377,-0.0,2.0375458868571172e-05,0.0009106066227424492,-0.0,2.0375458868571172e-05,0.0009106066227424492,0.0002274163650720154,0.00015446970594235748,0.00012285963525487942
332.0188346085933,14.0,6.000449692625384,4.03054318786162,-1.7763568394002505e-15,2.0987124530691403e-05,0.0009224996481203007,-1.7763568394002505e-15,2.0987124530691403e-05,0.0009224996481203007,0.0002274163650720154,0.00015447155089874653,0.0001228955092964397
333.0194231901118,14.0,6.000463111770128,4.030936188790425,-1.7763568394002505e-15,2.161330928096561e-05,0.0009344795944086215,-1.7763568394002505e-15,2.161330928096561e-05,0.0009344795944086215,0.00022741636507202234,0.00015447343396623667,0.00012293153679205152
334.0200117716304,14.0,6.000476847340042,4.031331932725073,1.7763568394002505e-15,2.2254255885201246e-05,0.0009465464797591139,1.7763568394002505e-15,2.2254255885201246e-05,0.0009465464797591139,0.00022741636507202234,0.00015447535564405354,0.0001229677168753593
335.0206003531489,14.0,6.000490904584123,4.031730417490957,1.7763568394002505e-15,2.291020904898744e-05,0.0009587003206101841,1.7763568394002505e-15,2.291020904898744e-05,0.0009587003206101841,0.0002274163650720154,0.00015447731643271692,0.00012300404868271705
336.02118893466746,14.0,6.000505288792901,4.032131640833171,-1.7763568394002505e-15,2.3581415405260486e-05,0.0009709411317277983,-1.7763568394002505e-15,2.3581415405260486e-05,0.0009709411317277983,0.0002274163650720154,0.00015447931683404761,0.0001230405313531642
337.021777516186,14.0,6.000520005298074,4.032535600418105,1.7763568394002505e-15,2.4268123512527495e-05,0.0009832689262738725,1.7763568394002505e-15,2.4268123512527495e-05,0.0009832689262738725,0.0002274163650720154,0.00015448135735105992,0.00012307716402866833
338.02236609770455,14.0,6.000535059472146,4.032942293835018,1.7763568394002505e-15,2.4970583801575685e-05,0.0009956837158053844,1.7763568394002505e-15,2.4970583801575685e-05,0.0009956837158053844,0.0002274163650720154,0.0001544834384878957,0.00012311394585409752
339.02295467922306,14.0,6.000550456728063,4.033351718597582,-3.552713678800501e-15,2.5689048593235952e-05,0.0010081855103454274,-3.552713678800501e-15,2.5689048593235952e-05,0.0010081855103454274,0.00022741636507202234,0.00015448556074978623,0.0001231508759773521
340.02354326074163,14.0,6.000566202518831,4.033763872145438,-0.0,2.6423772068184803e-05,0.0010207743184373896,-0.0,2.6423772068184803e-05,0.0010207743184373896,0.0002274163650720154,0.0001544877246429724,0.0001231879535494966
341.02413184226015,14.0,6.000582302337133,4.034178751845705,1.7763568394002505e-15,2.7175010240299002e-05,0.0010334501471458424,1.7763568394002505e-15,2.7175010240299002e-05,0.0010334501471458424,0.00022741636507202234,0.00015448993067460406,0.00012322517772474922
342.0247204237787,14.0,6.00059876171494,4.034596354994491,-0.0,2.794302094244472e-05,0.001046213002123153,-0.0,2.794302094244472e-05,0.001046213002123153,0.00022741636507202234,0.00015449217935274012,0.00012326254766063457
343.02530900529723,14.0,6.000615586223119,4.035016678818385,-0.0,2.872806382825388e-05,0.001059062887646789,-0.0,2.872806382825388e-05,0.001059062887646789,0.00022741636507200846,0.00015449447118624782,0.00012330006251802875
344.02589758681574,14.0,6.0006327814710225,4.035439720475925,-0.0,2.95304003135044e-05,0.0010719998066521796,-0.0,2.95304003135044e-05,0.0010719998066521796,0.0002274163650720154,0.0001544968066847334,0.00012333772146125646
345.0264861683343,14.0,6.000650353106088,4.035865477059058,1.7763568394002505e-15,3.0350293590331034e-05,0.001085023760780679,1.7763568394002505e-15,3.0350293590331034e-05,0.001085023760780679,0.00022741636507202234,0.00015449918635847965,0.00012337552365813964
346.02707474985283,14.0,6.000668306813419,4.036293945594584,-1.7763568394002505e-15,3.118800858992188e-05,0.0010981347503973282,-1.7763568394002505e-15,3.118800858992188e-05,0.0010981347503973282,0.0002274163650720154,0.00015450161071838345,0.0001234134682800564
347.0276633313714,14.0,6.000686648315369,4.036725123045566,-0.0,3.204381197541295e-05,0.0011113327746530288,-0.0,3.204381197541295e-05,0.0011113327746530288,0.0002274163650720154,0.00015450408027592802,0.00012345155450204162
348.0282519128899,14.0,6.000705383371115,4.037159006312756,1.7763568394002505e-15,3.2917972108137405e-05,0.0011246178315023059,1.7763568394002505e-15,3.2917972108137405e-05,0.0011246178315023059,0.0002274163650720154,0.00015450659554301985,0.0001234897815028252
349.0288404944085,14.0,6.000724517776224,4.037595592235964,1.7763568394002505e-15,3.38107590369674e-05,0.0011379899177414998,1.7763568394002505e-15,3.38107590369674e-05,0.0011379899177414998,0.00022741636507200846,0.00015450915703206156,0.00012352814846489785
350.029429075927,14.0,6.000744057362221,4.038034877595449,-0.0,3.472244447166872e-05,0.0011514490290549517,-0.0,3.472244447166872e-05,0.0011514490290549517,0.0002274163650720154,0.00015451176525575067,0.00012356665457456673
351.03001765744557,14.0,6.000764007996146,4.038476859113264,-3.552713678800501e-15,3.56533017633609e-05,0.0011649951600345432,-3.552713678800501e-15,3.56533017633609e-05,0.0011649951600345432,0.00022741636507202234,0.00015451442072712124,0.0001236052990220074
352.0306062389641,14.0,6.00078437558011,4.0389215334546025,-0.0,3.66036058867536e-05,0.001178628304232987,-0.0,3.66036058867536e-05,0.001178628304232987,0.0002274163650720154,0.00015451712395941203,0.00012364408100132979
353.03119482048265,14.0,6.0008051660508395,4.039368897229117,-0.0,3.7573633417054e-05,0.0011923484541647156,-0.0,3.7573633417054e-05,0.0011923484541647156,0.00022741636507200846,0.00015451987546603527,0.00012368299971059205
354.03178340200117,14.0,6.000826385379227,4.03981894699223,-3.552713678800501e-15,3.8563662499768725e-05,0.0012061556013760466,-3.552713678800501e-15,3.8563662499768725e-05,0.0012061556013760466,0.0002274163650720154,0.00015452267576052114,0.0001237220543519081
355.03237198351974,14.0,6.000848039569868,4.04027167924642,-0.0,3.957397285248021e-05,0.0012200497364522889,-0.0,3.957397285248021e-05,0.0012200497364522889,0.0002274163650720154,0.00015452552535643455,0.00012376124413143383
356.03296056503825,14.0,6.000870134660596,4.040727090442495,1.7763568394002505e-15,4.0604845709779624e-05,0.0012340308490550456,1.7763568394002505e-15,4.0604845709779624e-05,0.0012340308490550456,0.00022741636507202234,0.00015452842476731607,0.00012380056825943286
357.03354914655677,14.0,6.000892676722015,4.041185176980852,-0.0,4.1656563819714165e-05,0.0012480989279577415,-0.0,4.1656563819714165e-05,0.0012480989279577415,0.00022741636507202234,0.0001545313745066057,0.00012384002595033222
358.03413772807534,14.0,6.000915671857027,4.041645935212718,-0.0,4.2729411427799846e-05,0.0012622539610669392,-0.0,4.2729411427799846e-05,0.0012622539610669392,0.00022741636507202234,0.00015453437508761853,0.00012387961642272224
359.03472630959385,14.0,6.000939126200354,4.042109361441366,1.7763568394002505e-15,4.382367424682343e-05,0.00127649593546586,1.7763568394002505e-15,4.382367424682343e-05,0.00127649593546586,0.00022741636507200846,0.00015453742702346146,0.00012391933889943987
360.0353148911124,14.0,6.000963045918061,4.042575451923334,-0.0,4.4939639419538935e-05,0.0012908248374330356,-0.0,4.4939639419538935e-05,0.0012908248374330356,0.0002274163650720154,0.00015454053082697428,0.0001239591926075756
361.03590347263093,14.0,6.000987437207068,4.043044202869605,-0.0,4.607759552044399e-05,0.0013052406524618476,-0.0,4.607759552044399e-05,0.0013052406524618476,0.00022741636507202234,0.00015454368701063592,0.00012399917677846303
362.0364920541495,14.0,6.001012306294664,4.0435156104467875,-0.0,4.723783251847635e-05,0.0013197433653067137,-0.0,4.723783251847635e-05,0.0013197433653067137,0.0002274163650720154,0.00015454689608658534,0.00012403929064782118
363.037080635668,14.0,6.0010376594380155,4.0439896707782745,-1.7763568394002505e-15,4.842064175747396e-05,0.001334332960009732,-1.7763568394002505e-15,4.842064175747396e-05,0.001334332960009732,0.00022741636507202928,0.00015455015856646187,0.00012407953345565034
364.0376692171866,14.0,6.001063502923676,4.044466379945382,3.552713678800501e-15,4.962631593130595e-05,0.0013490094199095637,3.552713678800501e-15,4.962631593130595e-05,0.0013490094199095637,0.00022741636507202234,0.00015455347496141913,0.00012411990444636048
365.0382577987051,14.0,6.001089843067084,4.0449457339884765,-1.7763568394002505e-15,5.085514904834554e-05,0.0013637727276751832,-1.7763568394002505e-15,5.085514904834554e-05,0.0013637727276751832,0.00022741636507200846,0.0001545568457820383,0.00012416040286873653
366.0388463802237,14.0,6.001116686212065,4.045427728908089,-0.0,5.210743643679905e-05,0.001378622865347623,-0.0,5.210743643679905e-05,0.001378622865347623,0.0002274163650720154,0.0001545602715382656,0.0001242010279759835
367.0394349617422,14.0,6.001144038730326,4.045912360666001,-0.0,5.33834746931916e-05,0.0013935598143390848,-0.0,5.33834746931916e-05,0.0013935598143390848,0.0002274163650720154,0.00015456375273936382,0.00012424177902574038
368.04002354326076,14.0,6.0011719070209555,4.046399625186331,1.7763568394002505e-15,5.4683561673485315e-05,0.0014085835554773496,1.7763568394002505e-15,5.4683561673485315e-05,0.0014085835554773496,0.0002274163650720154,0.00015456728989384633,0.00012428265528008353
369.0406121247793,14.0,6.00120029750991,4.046889518356592,-0.0,5.6007996459328524e-05,0.001423694069018211,-0.0,5.6007996459328524e-05,0.001423694069018211,0.00022741636507202234,0.00015457088350942158,0.00012432365600558576
370.0412007062978,14.0,6.001229216649507,4.0473820360287425,1.7763568394002505e-15,5.735707934206857e-05,0.0014388913346810028,1.7763568394002505e-15,5.735707934206857e-05,0.0014388913346810028,0.00022741636507202234,0.00015457453409293762,0.0001243647804732989
371.04178928781636,14.0,6.001258670917909,4.047877174020213,-0.0,5.8731111789001034e-05,0.001454175331641494,-0.0,5.8731111789001034e-05,0.001454175331641494,0.00022741636507200153,0.00015457824215031266,0.00012440602795872266
372.0423778693349,14.0,6.001288666818609,4.0483749281149235,1.7763568394002505e-15,6.013039642915885e-05,0.0014695460386047188,1.7763568394002505e-15,6.013039642915885e-05,0.0014695460386047188,0.00022741636507202234,0.00015458200818652817,0.0001244473977419433
373.04296645085344,14.0,6.001319210879918,4.048875294064288,1.7763568394002505e-15,6.155523702489063e-05,0.001485003433781884,1.7763568394002505e-15,6.155523702489063e-05,0.001485003433781884,0.00022741636507202234,0.00015458583270549706,0.00012448888910751577
374.04355503237196,14.0,6.0013503096544385,4.049378267588195,3.552713678800501e-15,6.300593843100444e-05,0.0015005474949152386,3.552713678800501e-15,6.300593843100444e-05,0.0015005474949152386,0.0002274163650720154,0.00015458971621004278,0.00012453050134450527
375.0441436138905,14.0,6.001381969718551,4.049883844375976,3.552713678800501e-15,6.448280660009686e-05,0.0015161781993349166,3.552713678800501e-15,6.448280660009686e-05,0.0015161781993349166,0.0002274163650720154,0.00015459365920188553,0.00012457223374656018
